forward_m,lateral_m,source_range_m,first_error_deg,second_error_deg,area_m2,diameter_m,mec_radius_m,acute_crossing_angle_deg,second_visible
250,100,453.57000000000005,1.005,-1.005,311.8615201381306,56.05205511642399,28.02602755821202,25.34256306492565,True
250,100,453.57000000000005,1.005,0,343.86343211933377,59.934430850331076,29.967215425165566,25.34256306492565,True
250,100,453.57000000000005,1.005,1.005,381.01883365882236,64.29856594682126,32.14928297341063,25.34256306492565,True
250,100,528.315,-1.005,-1.005,418.9842017476162,68.61846770429099,34.309233852145496,20.435664022566804,True
250,100,528.315,-1.005,0,469.1622758004346,74.14008495822942,37.07004247911471,20.435664022566804,True
250,100,528.315,-1.005,1.005,528.7114340177191,80.45334647310924,40.226673236554674,20.435664022566804,True
250,100,528.315,0.0,-1.005,507.81072037704416,78.26472245949692,39.13236122974846,19.76362190481874,True
250,100,528.315,0.0,0,574.9210868384585,85.1967898406315,42.598394920315805,19.76362190481874,True
250,100,528.315,0.0,1.005,655.8326237262299,93.22052233045981,46.610261165229964,19.76362190481874,True
250,100,528.315,1.005,-1.005,629.374404884315,90.63332442268863,45.316662211344315,19.06642960553775,True
250,100,528.315,1.005,0,722.0794910338705,99.55758925676626,49.77879462838313,19.06642960553775,True
250,100,528.315,1.005,1.005,836.0174437457677,110.04263365693377,55.021316828466944,19.06642960553775,True
250,100,603.0600000000001,-1.005,-1.005,688.7775213917644,96.39615710326918,48.19807855163464,16.38971446682673,True
250,100,603.0600000000001,-1.005,0,794.9255946357971,106.31670464944297,53.158352324721484,16.38971446682673,True
250,100,603.0600000000001,-1.005,1.005,926.5140070043785,118.05061875669823,59.025309378349114,16.38971446682673,True
250,100,603.0600000000001,0.0,-1.005,866.700663726911,112.78709921922955,56.39354960961482,15.814136287240574,True
250,100,603.0600000000001,0.0,0,1016.4683822722327,125.76930858212907,62.88465429106459,15.814136287240574,True
250,100,603.0600000000001,0.0,1.005,1206.5484719775181,141.4083354473495,70.7041677236748,15.814136287240574,True
250,100,603.0600000000001,1.005,-1.005,1122.842954351721,134.62465023695276,67.31232511847642,15.22148923108621,True
250,100,603.0600000000001,1.005,0,1343.4011402470105,152.18999409113266,76.09499704556639,15.22148923108621,True
250,100,603.0600000000001,1.005,1.005,1631.7024127234918,173.84295602504142,86.92147801252071,15.22148923108621,True
250,100,677.8050000000001,-1.005,-1.005,1041.7734887111396,127.90129805288883,63.950649026444474,13.655296645198407,True
250,100,677.8050000000001,-1.005,0,1238.968854158045,143.9957367804761,71.99786839023805,13.655296645198407,True
250,100,677.8050000000001,-1.005,1.005,1494.4521397922517,163.6981981930406,81.84909909652036,13.655296645198407,True
250,100,677.8050000000001,0.0,-1.005,1357.1515182694984,153.25377742837435,76.62688871418723,13.156734618657294,True
250,100,677.8050000000001,0.0,0,1649.8704485187914,175.165490250697,87.5827451253485,13.156734618657294,True
250,100,677.8050000000001,0.0,1.005,2041.7265895436653,202.68546882616423,101.34273441308217,13.156734618657294,True
250,100,677.8050000000001,1.005,-1.005,1834.2403595159299,188.34108555553294,94.17054277776653,12.645766132293504,True
