seed,question,kind,noise,amplitude,variant,sources,cleared,average_s,virtual_s,runtime_s,measurements,clear_attempts,failed_clears,move_m,actions,move,switch,measure,optical,laser,cleared_count,visited_survey_points,termination,shared_attempts,shared_hits,group
2032091102,3,boundary,constant,-1,candidate,10,10,370.71299929263444,3707.1299929263446,0.2110141000002841,135,27,17,14005.649964631722,162,2801.1299929263446,130.0,675.0,81.0,20.0,10,7,full_coverage,11,9,stress
2032091103,3,boundary,constant,-1,baseline,16,16,338.3585191098286,5413.7363057572575,0.06811139999990701,110,34,18,23108.681528786292,144,4621.736305757258,108.0,550.0,102.0,32.0,16,7,count_upper_bound,17,13,stress
2032091103,3,boundary,constant,-1,candidate,16,16,271.69509910554683,4347.121585688749,0.3945542999999816,134,45,29,16905.607928443744,179,3381.121585688749,129.0,670.0,135.0,32.0,16,7,count_upper_bound,19,19,stress
2032091104,3,boundary,constant,-1,baseline,13,13,392.8897359542637,5107.566567405428,0.054653899999721034,123,32,19,21267.832837027134,155,4253.566567405427,117.0,615.0,96.0,26.0,13,7,full_coverage,9,8,stress
2032091104,3,boundary,constant,-1,candidate,13,13,378.19444247287015,4916.527752147312,0.35730580000017653,133,58,45,19627.638760736558,191,3925.5277521473113,126.0,665.0,174.0,26.0,13,7,full_coverage,14,12,stress
2032091105,3,boundary,constant,-1,baseline,11,11,402.98198156931613,4432.8017972624775,0.030527199999596633,125,20,9,18019.008986312387,145,3603.8017972624775,122.0,625.0,60.0,22.0,11,7,full_coverage,7,7,stress
2032091105,3,boundary,constant,-1,candidate,11,11,380.44126199837586,4184.853881982134,0.2946535999999469,135,37,26,16254.269409910676,172,3250.853881982135,126.0,675.0,111.0,22.0,11,7,full_coverage,12,9,stress
2032091106,3,boundary,constant,-1,baseline,13,13,342.8289950801796,4456.7769360423345,0.04930730000069161,125,27,14,18023.884680211675,152,3604.7769360423354,120.0,625.0,81.0,26.0,13,7,full_coverage,14,10,stress
2032091106,3,boundary,constant,-1,candidate,13,13,335.6052029429408,4362.867638258231,0.27866530000028433,127,58,45,17029.338191291154,185,3405.8676382582307,122.0,635.0,174.0,26.0,13,7,full_coverage,16,14,stress
2032091107,3,boundary,constant,-1,baseline,11,11,399.9221496724518,4399.143646396969,0.02796420000049693,118,16,5,18145.718231984847,134,3629.1436463969694,110.0,590.0,48.0,22.0,11,7,full_coverage,9,6,stress
2032091107,3,boundary,constant,-1,candidate,11,11,353.2460514097081,3885.706565506789,0.19629940000049828,120,41,30,15133.532827533943,161,3026.7065655067886,114.0,600.0,123.0,22.0,11,7,full_coverage,12,12,stress
2032091108,3,boundary,constant,-1,baseline,13,13,362.0931369088717,4707.210779815332,0.03930159999981697,124,20,7,19411.053899076658,144,3882.2107798153315,119.0,620.0,60.0,26.0,13,7,full_coverage,10,8,stress
2032091108,3,boundary,constant,-1,candidate,13,13,322.51830570192436,4192.737974125017,0.240243800000826,127,41,28,16433.689870625083,168,3286.7379741250165,122.0,635.0,123.0,26.0,13,7,full_coverage,13,13,stress
2032091109,3,boundary,constant,-1,baseline,15,15,311.498055079839,4672.470826197585,0.05672059999960766,128,27,12,19002.35413098792,155,3800.4708261975834,121.0,640.0,81.0,30.0,15,7,full_coverage,16,15,stress
2032091109,3,boundary,constant,-1,candidate,15,15,313.34121117554673,4700.118167633201,0.44551789999968605,137,47,32,18560.590838166012,184,3712.118167633202,132.0,685.0,141.0,30.0,15,7,full_coverage,19,19,stress
2032091100,3,cluster,smooth,1,baseline,12,12,250.83184779670327,3009.982173560439,0.038598199999796634,80,15,3,12334.910867802195,95,2466.982173560439,74.0,400.0,45.0,24.0,12,7,full_coverage,10,10,stress
2032091100,3,cluster,smooth,1,candidate,12,12,182.8627128910257,2194.3525546923083,0.08985679999932472,80,12,0,8301.762773461543,92,1660.3525546923088,74.0,400.0,36.0,24.0,12,7,full_coverage,9,9,stress
2032091101,3,cluster,smooth,1,baseline,12,12,253.61686938683337,3043.4024326420003,0.039124099999753525,80,16,4,12487.01216321,96,2497.402432642,74.0,400.0,48.0,24.0,12,7,full_coverage,10,10,stress
2032091101,3,cluster,smooth,1,candidate,12,12,179.16873026188205,2150.0247631425846,0.09516680000069755,80,12,0,8080.123815712924,92,1616.0247631425848,74.0,400.0,36.0,24.0,12,7,full_coverage,10,10,stress
2032091102,3,cluster,smooth,1,baseline,10,10,332.13509360931187,3321.3509360931184,0.03772639999988314,90,13,3,13641.754680465592,103,2728.3509360931184,84.0,450.0,39.0,20.0,10,7,full_coverage,7,7,stress
2032091102,3,cluster,smooth,1,candidate,10,10,207.79019493496062,2077.901949349606,0.07920930000000226,90,10,0,7469.509746748031,100,1493.9019493496062,84.0,450.0,30.0,20.0,10,7,full_coverage,9,9,stress
2032091103,3,cluster,smooth,1,baseline,16,16,60.06273698587477,961.0037917739963,0.060862100000122155,36,21,5,3255.018958869982,57,651.0037917739963,35.0,180.0,63.0,32.0,16,1,count_upper_bound,14,14,stress
2032091103,3,cluster,smooth,1,candidate,16,16,32.86242801451575,525.798848232252,0.13559389999954874,36,16,0,1153.9942411612597,52,230.7988482322519,35.0,180.0,48.0,32.0,16,1,count_upper_bound,14,14,stress
2032091104,3,cluster,smooth,1,baseline,13,13,227.7374827675421,2960.5872759780473,0.04397910000079719,75,16,3,12212.936379890234,91,2442.587275978047,69.0,375.0,48.0,26.0,13,7,full_coverage,11,11,stress
2032091104,3,cluster,smooth,1,candidate,13,13,168.5287245279146,2190.8734188628896,0.09972340000058466,75,13,0,8409.36709431445,88,1681.8734188628898,69.0,375.0,39.0,26.0,13,7,full_coverage,10,10,stress
2032091105,3,cluster,smooth,1,baseline,11,11,276.94801844155853,3046.428202857144,0.0340197999994416,85,13,2,12407.141014285718,98,2481.428202857144,79.0,425.0,39.0,22.0,11,7,full_coverage,9,9,stress
2032091105,3,cluster,smooth,1,candidate,11,11,195.54301592040494,2150.9731751244544,0.0797087000000829,85,11,0,7959.865875622272,96,1591.9731751244544,79.0,425.0,33.0,22.0,11,7,full_coverage,9,9,stress
2032091106,3,cluster,smooth,1,baseline,13,13,230.82787461257192,3000.762369963435,0.04115699999965727,75,14,1,12443.811849817175,89,2488.762369963435,69.0,375.0,42.0,26.0,13,7,full_coverage,11,11,stress
2032091106,3,cluster,smooth,1,candidate,13,13,168.83345187319853,2194.8348743515808,0.09640279999985069,75,13,0,8434.174371757901,88,1686.8348743515803,68.0,375.0,39.0,26.0,13,7,full_coverage,10,10,stress
2032091107,3,cluster,smooth,1,baseline,11,11,281.06211700200635,3091.6832870220696,0.03974949999974342,85,17,6,12573.416435110348,102,2514.6832870220696,79.0,425.0,51.0,22.0,11,7,full_coverage,9,9,stress
2032091107,3,cluster,smooth,1,candidate,11,11,202.39240017076372,2226.316401878401,0.08162739999988844,85,11,0,8336.582009392003,96,1667.3164018784007,79.0,425.0,33.0,22.0,11,7,full_coverage,8,8,stress
2032091108,3,cluster,smooth,1,baseline,13,13,231.10204354411982,3004.326566073558,0.03823759999977483,75,15,2,12446.63283036779,90,2489.326566073558,69.0,375.0,45.0,26.0,13,7,full_coverage,11,11,stress
2032091108,3,cluster,smooth,1,candidate,13,13,163.12093367328742,2120.5721377527366,0.10756839999976364,75,13,0,8062.860688763683,88,1612.5721377527366,68.0,375.0,39.0,26.0,13,7,full_coverage,11,11,stress
2032091109,3,cluster,smooth,1,baseline,15,15,195.77575775539262,2936.6363663308894,0.05095489999985148,65,15,0,12388.181831654445,80,2477.636366330889,59.0,325.0,45.0,30.0,15,7,full_coverage,13,13,stress
2032091109,3,cluster,smooth,1,candidate,15,15,136.03013686980785,2040.4520530471177,0.13402659999974276,65,15,0,7907.260265235589,80,1581.4520530471177,59.0,325.0,45.0,30.0,15,7,full_coverage,13,13,stress
2032091100,3,radius_min,spatial,1,baseline,12,12,328.3063711544254,3939.6764538531047,0.041152599999804806,115,18,6,15883.382269265523,133,3176.6764538531047,110.0,575.0,54.0,24.0,12,7,full_coverage,8,8,stress
2032091100,3,radius_min,spatial,1,candidate,12,12,265.1985421570754,3182.3825058849047,0.2352295000000595,132,30,18,11396.912529424526,162,2279.382505884905,129.0,660.0,90.0,24.0,12,7,full_coverage,12,11,stress
2032091101,3,radius_min,spatial,1,baseline,12,12,341.9037602936956,4102.845123524347,0.03661889999966661,115,15,3,16744.225617621738,130,3348.8451235243474,110.0,575.0,45.0,24.0,12,7,full_coverage,13,12,stress
2032091101,3,radius_min,spatial,1,candidate,12,12,266.70101559746854,3200.4121871696225,0.35404940000080387,123,40,28,11612.060935848114,163,2322.412187169623,119.0,615.0,120.0,24.0,12,7,full_coverage,13,12,stress
2032091102,3,radius_min,spatial,1,baseline,10,10,391.07907820666384,3910.7907820666383,0.027484799999911047,112,12,2,15923.953910333192,124,3184.7907820666383,110.0,560.0,36.0,20.0,10,7,full_coverage,5,5,stress
2032091102,3,radius_min,spatial,1,candidate,10,10,301.5135839890497,3015.135839890497,0.11470069999995758,115,23,13,11195.679199452481,138,2239.1358398904963,112.0,575.0,69.0,20.0,10,7,full_coverage,5,5,stress
2032091103,3,radius_min,spatial,1,baseline,16,16,263.67482733836124,4218.79723741378,0.06403839999984484,88,33,17,17828.9861870689,121,3565.7972374137794,82.0,440.0,99.0,32.0,16,6,count_upper_bound,23,15,stress
2032091103,3,radius_min,spatial,1,candidate,16,16,198.11912224086987,3169.905955853918,0.3922975999994378,114,23,7,11939.529779269595,137,2387.905955853919,111.0,570.0,69.0,32.0,16,7,count_upper_bound,21,20,stress
2032091104,3,radius_min,spatial,1,baseline,13,13,358.9076110720755,4665.798943936981,0.0413206999992326,120,26,13,19233.994719684903,146,3846.7989439369803,115.0,600.0,78.0,26.0,13,7,full_coverage,11,8,stress
2032091104,3,radius_min,spatial,1,candidate,13,13,265.63371751422363,3453.2383276849073,0.2324945000000298,114,60,47,12846.191638424538,174,2569.2383276849077,108.0,570.0,180.0,26.0,13,7,full_coverage,12,9,stress
2032091105,3,radius_min,spatial,1,baseline,11,11,403.05234977464113,4433.575847521052,0.030596300000070187,108,16,5,18592.879237605262,124,3718.5758475210528,105.0,540.0,48.0,22.0,11,7,full_coverage,7,6,stress
2032091105,3,radius_min,spatial,1,candidate,11,11,269.7702418052935,2967.4726598582283,0.15662700000029872,114,20,9,11027.36329929114,134,2205.4726598582283,110.0,570.0,60.0,22.0,11,7,full_coverage,7,7,stress
2032091106,3,radius_min,spatial,1,baseline,13,13,331.1713406150789,4305.227427996026,0.05248940000001312,106,19,6,17966.137139980125,125,3593.227427996025,99.0,530.0,57.0,26.0,13,7,full_coverage,16,14,stress
2032091106,3,radius_min,spatial,1,candidate,13,13,269.62894820920036,3505.1763267196047,0.2762730999993437,113,51,38,13270.881633598023,164,2654.1763267196047,107.0,565.0,153.0,26.0,13,7,full_coverage,16,11,stress
2032091107,3,radius_min,spatial,1,baseline,11,11,373.45659496532625,4108.022544618589,0.03593340000043099,134,17,6,16180.112723092938,151,3236.0225446185877,129.0,670.0,51.0,22.0,11,7,full_coverage,7,7,stress
2032091107,3,radius_min,spatial,1,candidate,11,11,310.02793652899595,3410.3073018189552,0.2279142999996111,137,27,16,12451.536509094782,164,2490.307301818956,132.0,685.0,81.0,22.0,11,7,full_coverage,10,10,stress
2032091108,3,radius_min,spatial,1,baseline,13,13,362.0549070321544,4706.7137914180075,0.029006599999775062,109,17,4,19888.56895709004,126,3977.713791418008,107.0,545.0,51.0,26.0,13,7,full_coverage,6,6,stress
2032091108,3,radius_min,spatial,1,candidate,13,13,284.13996332669916,3693.8195232470894,0.20535970000037196,110,30,17,14609.097616235447,140,2921.8195232470894,106.0,550.0,90.0,26.0,13,7,full_coverage,9,7,stress
2032091109,3,radius_min,spatial,1,baseline,15,15,300.5644627329744,4508.4669409946155,0.04952930000035849,114,21,6,18672.334704973076,135,3734.4669409946155,111.0,570.0,63.0,30.0,15,7,full_coverage,18,11,stress
2032091109,3,radius_min,spatial,1,candidate,15,15,233.15147474513316,3497.272121176997,0.2546949000006862,103,42,27,13631.360605884985,145,2726.272121176997,100.0,515.0,126.0,30.0,15,7,full_coverage,13,12,stress
2032091100,3,random,zero,0,baseline,12,12,400.2627382992511,4803.152859591013,0.06585879999965982,114,37,25,19940.76429795507,151,3988.1528595910136,110.0,570.0,111.0,24.0,12,7,full_coverage,13,8,stress
2032091100,3,random,zero,0,candidate,12,12,265.7040988446169,3188.4491861354027,0.3657695000001695,115,67,55,11407.245930677014,182,2281.4491861354027,107.0,575.0,201.0,24.0,12,7,full_coverage,13,11,stress
2032091101,3,random,zero,0,baseline,12,12,348.82099231466213,4185.851907775946,0.05680050000046322,99,27,15,17454.25953887973,126,3490.851907775946,95.0,495.0,81.0,24.0,12,7,full_coverage,12,12,stress
2032091101,3,random,zero,0,candidate,12,12,277.27330561688666,3327.27966740264,0.281312699999944,110,51,39,12481.3983370132,161,2496.27966740264,104.0,550.0,153.0,24.0,12,7,full_coverage,15,15,stress
2032091102,3,random,zero,0,baseline,10,10,377.9203675043717,3779.2036750437173,0.03955569999925501,106,25,15,15256.018375218588,131,3051.2036750437173,103.0,530.0,75.0,20.0,10,7,full_coverage,8,8,stress
2032091102,3,random,zero,0,candidate,10,10,265.3716654695796,2653.7166546957965,0.24141469999995024,112,29,19,9398.58327347898,141,1879.716654695796,107.0,560.0,87.0,20.0,10,7,full_coverage,12,11,stress
2032091103,3,random,zero,0,baseline,16,16,274.4460101279176,4391.136162046681,0.08850669999992533,70,48,32,18985.680810233403,118,3797.136162046681,68.0,350.0,144.0,32.0,16,4,count_upper_bound,19,14,stress
2032091103,3,random,zero,0,candidate,16,16,246.86510889947849,3949.8417423916558,0.5495383000006768,117,62,46,15174.208711958283,179,3034.8417423916567,112.0,585.0,186.0,32.0,16,7,count_upper_bound,27,22,stress
2032091104,3,random,zero,0,baseline,13,13,325.6224000761679,4233.091200990182,0.1003045999996175,92,36,23,17755.45600495091,128,3551.091200990182,88.0,460.0,108.0,26.0,13,7,full_coverage,19,16,stress
2032091104,3,random,zero,0,candidate,13,13,224.68517598721493,2920.9072878337943,0.44995920000019396,125,54,41,9944.536439168973,179,1988.9072878337947,119.0,625.0,162.0,26.0,13,7,full_coverage,21,16,stress
2032091105,3,random,zero,0,baseline,11,11,371.86389177213755,4090.5028094935133,0.06930620000002818,98,31,20,16957.514047467565,129,3391.502809493513,94.0,490.0,93.0,22.0,11,7,full_coverage,17,14,stress
2032091105,3,random,zero,0,candidate,11,11,276.46417552273465,3041.1059307500814,0.37697819999993953,122,32,21,10980.52965375041,154,2196.105930750082,117.0,610.0,96.0,22.0,11,7,full_coverage,16,14,stress
2032091106,3,random,zero,0,baseline,13,13,341.27574187929025,4436.584644430774,0.0526715999994849,108,25,12,18457.92322215387,133,3691.5846444307736,104.0,540.0,75.0,26.0,13,7,full_coverage,11,11,stress
2032091106,3,random,zero,0,candidate,13,13,268.9114781066239,3495.8492153861107,0.3564251999996486,119,66,53,12824.24607693055,185,2564.8492153861102,112.0,595.0,198.0,26.0,13,7,full_coverage,15,13,stress
2032091107,3,random,zero,0,baseline,11,11,421.54528644328605,4636.998150876147,0.032202200000028824,114,22,11,19339.990754380728,136,3867.9981508761457,111.0,570.0,66.0,22.0,11,7,full_coverage,5,5,stress
2032091107,3,random,zero,0,candidate,11,11,284.7137651696588,3131.851416866247,0.26705349999974715,126,34,23,11294.257084331239,160,2258.8514168662477,119.0,630.0,102.0,22.0,11,7,full_coverage,11,10,stress
2032091108,3,random,zero,0,baseline,13,13,390.2996184245985,5073.895039519781,0.07189259999995556,98,39,26,21739.4751975989,137,4347.89503951978,93.0,490.0,117.0,26.0,13,7,full_coverage,12,9,stress
2032091108,3,random,zero,0,candidate,13,13,264.6682203809908,3440.6868649528806,0.3460793000003832,124,53,40,12593.434324764403,177,2518.6868649528806,117.0,620.0,159.0,26.0,13,7,full_coverage,14,10,stress
2032091109,3,random,zero,0,baseline,15,15,281.86393864141485,4227.959079621222,0.0675680000003922,103,32,17,17439.795398106115,135,3487.959079621223,99.0,515.0,96.0,30.0,15,7,full_coverage,14,13,stress
2032091109,3,random,zero,0,candidate,15,15,249.4245607754872,3741.368411632308,0.43263500000011845,109,94,79,13891.84205816154,203,2778.368411632308,106.0,545.0,282.0,30.0,15,7,full_coverage,18,17,stress
2032091100,3,adversarial,constant,1,baseline,13,13,331.4625011067258,4309.012514387436,0.06079479999971227,103,31,18,17885.062571937186,134,3577.012514387437,98.0,515.0,93.0,26.0,13,7,full_coverage,10,9,stress
2032091100,3,adversarial,constant,1,candidate,13,13,269.0143518136942,3497.1865735780248,0.1354363000000376,104,85,72,12970.93286789013,189,2594.1865735780257,102.0,520.0,255.0,26.0,13,7,full_coverage,0,0,stress
2032091101,3,adversarial,constant,1,baseline,13,13,323.2740999686956,4202.563299593043,0.05266670000037266,103,36,23,17277.816497965214,139,3455.5632995930428,98.0,515.0,108.0,26.0,13,7,full_coverage,10,9,stress
2032091101,3,adversarial,constant,1,candidate,13,13,310.5381827123472,4036.996375260513,0.24832320000041364,119,76,63,15374.981876302565,195,3074.996375260513,113.0,595.0,228.0,26.0,13,7,full_coverage,6,1,stress
2032091102,3,adversarial,constant,1,baseline,13,13,317.83979204028844,4131.917296523749,0.04587999999966996,106,38,25,16799.586482618746,144,3359.9172965237494,102.0,530.0,114.0,26.0,13,7,full_coverage,6,4,stress
2032091102,3,adversarial,constant,1,candidate,13,13,307.7071866839967,4000.1934268919576,0.2432784000002357,119,76,63,15190.967134459786,195,3038.193426891957,113.0,595.0,228.0,26.0,13,7,full_coverage,6,1,stress
2032091103,3,adversarial,constant,1,baseline,13,13,322.0783084396447,4187.018009715381,0.043123299999933806,106,30,17,17195.0900485769,136,3439.0180097153807,102.0,530.0,90.0,26.0,13,7,full_coverage,6,6,stress
2032091103,3,adversarial,constant,1,candidate,13,13,309.44828951729704,4022.8277637248616,0.25570370000059484,119,79,66,15259.13881862431,198,3051.827763724862,113.0,595.0,237.0,26.0,13,7,full_coverage,6,1,stress
2032091104,3,adversarial,constant,1,baseline,13,13,317.8433729343448,4131.963848146483,0.04574830000001384,103,34,21,16954.819240732413,137,3390.9638481464826,98.0,515.0,102.0,26.0,13,7,full_coverage,10,9,stress
2032091104,3,adversarial,constant,1,candidate,13,13,309.75787036575554,4026.852314754822,0.27217359999940527,120,73,60,15344.26157377411,193,3068.852314754822,113.0,600.0,219.0,26.0,13,7,full_coverage,6,0,stress
2032091105,3,adversarial,constant,1,baseline,13,13,385.5150717376316,5011.695932589211,0.037827300000571995,107,28,15,21328.47966294606,135,4265.695932589212,101.0,535.0,84.0,26.0,13,7,full_coverage,8,4,stress
2032091105,3,adversarial,constant,1,candidate,13,13,309.7872330424511,4027.2340295518643,0.2715399000007892,120,70,57,15391.170147759321,190,3078.2340295518643,113.0,600.0,210.0,26.0,13,7,full_coverage,6,0,stress
2032091106,3,adversarial,constant,1,baseline,13,13,364.1852444707673,4734.408178119975,0.027219599999625643,105,21,8,20097.04089059987,126,4019.4081781199743,101.0,525.0,63.0,26.0,13,7,full_coverage,6,6,stress
2032091106,3,adversarial,constant,1,candidate,13,13,298.8391760994665,3884.909289293065,0.24445509999986825,119,58,45,14884.546446465327,177,2976.9092892930653,113.0,595.0,174.0,26.0,13,7,full_coverage,6,1,stress
2032091107,3,adversarial,constant,1,baseline,13,13,321.7277293311605,4182.460481305086,0.04222790000039822,109,33,20,17027.302406525436,142,3405.460481305087,107.0,545.0,99.0,26.0,13,7,full_coverage,4,4,stress
2032091107,3,adversarial,constant,1,candidate,13,13,303.26371766105217,3942.428329593678,0.23537059999944177,119,64,51,15082.14164796839,183,3016.428329593678,113.0,595.0,192.0,26.0,13,7,full_coverage,6,1,stress
2032091108,3,adversarial,constant,1,baseline,13,13,392.210173141342,5098.732250837446,0.038006099999620346,105,25,12,21858.66125418723,130,4371.732250837446,101.0,525.0,75.0,26.0,13,7,full_coverage,6,5,stress
2032091108,3,adversarial,constant,1,candidate,13,13,292.3717073593923,3800.8321956720997,0.20659060000070895,116,43,30,14764.160978360498,159,2952.8321956720997,113.0,580.0,129.0,26.0,13,7,full_coverage,6,1,stress
2032091109,3,adversarial,constant,1,baseline,13,13,373.7212539118144,4858.376300853587,0.03074430000015127,103,21,8,20766.881504267934,124,4153.376300853587,101.0,515.0,63.0,26.0,13,7,full_coverage,4,4,stress
2032091109,3,adversarial,constant,1,candidate,13,13,293.5981496613571,3816.7759455976425,0.19767589999992197,116,43,30,14843.879727988215,159,2968.775945597643,113.0,580.0,129.0,26.0,13,7,full_coverage,6,1,stress
2032091100,3,adversarial,constant,-1,baseline,13,13,337.1332950284013,4382.732835369216,0.04065199999968172,104,40,27,18093.66417684608,144,3618.732835369216,98.0,520.0,120.0,26.0,13,7,full_coverage,10,8,stress
2032091100,3,adversarial,constant,-1,candidate,13,13,262.4859241058099,3412.3170133755284,0.12962359999983164,98,79,66,12816.585066877644,177,2563.317013375529,96.0,490.0,237.0,26.0,13,7,full_coverage,0,0,stress
2032091101,3,adversarial,constant,-1,baseline,13,13,311.7760227290927,4053.088295478205,0.04929379999975936,102,40,27,16505.441477391025,142,3301.088295478205,96.0,510.0,120.0,26.0,13,7,full_coverage,9,8,stress
2032091101,3,adversarial,constant,-1,candidate,13,13,314.49836649212597,4088.478764397638,0.2501879999999801,119,87,74,15467.393821988187,206,3093.4787643976374,113.0,595.0,261.0,26.0,13,7,full_coverage,6,1,stress
2032091102,3,adversarial,constant,-1,baseline,13,13,316.85670585370366,4119.137176098147,0.04662980000011885,100,26,13,17095.685880490735,126,3419.137176098147,96.0,500.0,78.0,26.0,13,7,full_coverage,7,7,stress
2032091102,3,adversarial,constant,-1,candidate,13,13,316.33090652279736,4112.301784796366,0.2606070000001637,119,90,77,15541.508923981826,209,3108.301784796365,113.0,595.0,270.0,26.0,13,7,full_coverage,6,1,stress
2032091103,3,adversarial,constant,-1,baseline,13,13,329.44191323192905,4282.744872015078,0.04370259999996051,109,29,16,17603.724360075394,138,3520.7448720150787,104.0,545.0,87.0,26.0,13,7,full_coverage,8,5,stress
2032091103,3,adversarial,constant,-1,candidate,13,13,314.7653892914611,4091.950060788994,0.2636770000008255,119,91,78,15424.75030394497,210,3084.950060788994,113.0,595.0,273.0,26.0,13,7,full_coverage,6,1,stress
2032091104,3,adversarial,constant,-1,baseline,13,13,332.1878458976825,4318.441996669872,0.03983879999941564,110,29,16,17757.20998334936,139,3551.441996669872,104.0,550.0,87.0,26.0,13,7,full_coverage,8,3,stress
2032091104,3,adversarial,constant,-1,candidate,13,13,309.13372146499364,4018.7383790449176,0.25852499999928114,119,79,66,15238.691895224587,198,3047.7383790449176,113.0,595.0,237.0,26.0,13,7,full_coverage,6,1,stress
2032091105,3,adversarial,constant,-1,baseline,13,13,364.37371817269474,4736.858336245032,0.020918199999869103,106,16,3,20159.291681225157,122,4031.8583362450313,101.0,530.0,48.0,26.0,13,7,full_coverage,6,4,stress
2032091105,3,adversarial,constant,-1,candidate,13,13,311.02403437627555,4043.312446891582,0.25704359999963344,119,80,67,15346.562234457908,199,3069.3124468915817,113.0,595.0,240.0,26.0,13,7,full_coverage,6,1,stress
2032091106,3,adversarial,constant,-1,baseline,13,13,318.4888998166112,4140.355697615945,0.020371800000248186,113,17,4,16956.778488079726,130,3391.3556976159452,107.0,565.0,51.0,26.0,13,7,full_coverage,5,1,stress
2032091106,3,adversarial,constant,-1,candidate,13,13,303.14052487357435,3940.826823356467,0.27044999999998254,119,70,57,14984.134116782332,189,2996.8268233564663,113.0,595.0,210.0,26.0,13,7,full_coverage,6,1,stress
2032091107,3,adversarial,constant,-1,baseline,13,13,319.70480327628616,4156.16244259172,0.012989500000003318,113,13,0,17095.812212958597,126,3419.16244259172,107.0,565.0,39.0,26.0,13,7,full_coverage,4,0,stress
2032091107,3,adversarial,constant,-1,candidate,13,13,307.72313317853127,4000.4007313209067,0.27068139999937557,120,73,60,15202.003656604535,193,3040.4007313209067,115.0,600.0,219.0,26.0,13,7,full_coverage,7,1,stress
2032091108,3,adversarial,constant,-1,baseline,13,13,359.38030246364065,4671.943932027329,0.02350049999949988,106,17,4,19819.71966013664,123,3963.943932027328,101.0,530.0,51.0,26.0,13,7,full_coverage,6,5,stress
2032091108,3,adversarial,constant,-1,candidate,13,13,299.19039269605094,3889.4751050486625,0.2549815000002127,120,54,41,14932.375525243315,174,2986.475105048663,115.0,600.0,162.0,26.0,13,7,full_coverage,7,1,stress
2032091109,3,adversarial,constant,-1,baseline,13,13,322.9233775492975,4198.003908140868,0.019834099999570753,113,15,2,17275.01954070434,128,3455.003908140868,107.0,565.0,45.0,26.0,13,7,full_coverage,5,1,stress
2032091109,3,adversarial,constant,-1,candidate,13,13,300.4549115616874,3905.9138503019362,0.24173890000020037,120,56,43,14984.569251509683,176,2996.9138503019367,115.0,600.0,168.0,26.0,13,7,full_coverage,7,1,stress
2033091100,4,random,spatial,1,baseline,13,13,684.3525605084699,8896.583286610108,0.078054699999484,289,34,21,35282.91643305055,323,7056.58328661011,267.0,1445.0,102.0,26.0,13,27,full_coverage,11,8,q4_regression
2033091100,4,random,spatial,1,candidate,13,13,684.3525605084699,8896.583286610108,0.07977149999987887,289,34,21,35282.91643305055,323,7056.58328661011,267.0,1445.0,102.0,26.0,13,27,full_coverage,11,8,q4_regression
2033091101,4,random,spatial,1,baseline,16,16,450.3054472602295,7204.887156163672,0.18772190000072442,196,61,45,29134.435780818356,257,5826.8871561636715,183.0,980.0,183.0,32.0,16,17,count_upper_bound,10,6,q4_regression
2033091101,4,random,spatial,1,candidate,16,16,450.3054472602295,7204.887156163672,0.18545309999990423,196,61,45,29134.435780818356,257,5826.8871561636715,183.0,980.0,183.0,32.0,16,17,count_upper_bound,10,6,q4_regression
2033091102,4,random,spatial,1,baseline,15,15,667.9805594748123,10019.708392122184,0.23550870000053692,276,90,75,40448.54196061092,366,8089.708392122184,250.0,1380.0,270.0,30.0,15,27,full_coverage,15,7,q4_regression
2033091102,4,random,spatial,1,candidate,15,15,667.9805594748123,10019.708392122184,0.23659270000007382,276,90,75,40448.54196061092,366,8089.708392122184,250.0,1380.0,270.0,30.0,15,27,full_coverage,15,7,q4_regression
2033091103,4,random,spatial,1,baseline,13,13,799.6256781447207,10395.133815881369,0.19877079999969283,279,168,155,41075.669079406834,447,8215.133815881367,255.0,1395.0,504.0,26.0,13,27,full_coverage,10,6,q4_regression
2033091103,4,random,spatial,1,candidate,13,13,799.6256781447207,10395.133815881369,0.19652300000052492,279,168,155,41075.669079406834,447,8215.133815881367,255.0,1395.0,504.0,26.0,13,27,full_coverage,10,6,q4_regression
2033091104,4,random,spatial,1,baseline,12,12,800.9187415711082,9611.024898853299,0.18237890000000334,273,118,106,38110.1244942665,391,7622.0248988533,246.0,1365.0,354.0,24.0,12,27,full_coverage,14,10,q4_regression
2033091104,4,random,spatial,1,candidate,12,12,800.9187415711082,9611.024898853299,0.18919040000037057,273,118,106,38110.1244942665,391,7622.0248988533,246.0,1365.0,354.0,24.0,12,27,full_coverage,14,10,q4_regression
2033091105,4,random,spatial,1,baseline,16,16,448.3924806587356,7174.27969053977,0.2382913000001281,167,129,113,28831.398452698846,296,5766.279690539769,154.0,835.0,387.0,32.0,16,17,count_upper_bound,16,12,q4_regression
2033091105,4,random,spatial,1,candidate,16,16,448.3924806587356,7174.27969053977,0.22799589999976888,167,129,113,28831.398452698846,296,5766.279690539769,154.0,835.0,387.0,32.0,16,17,count_upper_bound,16,12,q4_regression
2033091106,4,random,spatial,1,baseline,12,12,725.0910596407899,8701.09271568948,0.0726862000001347,323,31,19,33330.46357844739,354,6666.092715689478,303.0,1615.0,93.0,24.0,12,27,full_coverage,4,3,q4_regression
